Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Tuition fees up to date;Scholarship holder;Target
0;0.0;1;9.8;1;1;0
4;11.0;4;10.714285714285714;1;1;1
0;0.0;0;0.0;1;1;0
1;13.0;3;12.333333333333334;1;1;0
6;12.25;6;13.0;1;0;1
4;11.25;4;11.4;1;0;1
6;12.766666666666666;6;12.766666666666666;1;0;1
6;12.666666666666666;5;12.6;1;0;1
5;13.4;7;13.0;1;1;1
6;14.316666666666668;6;14.316666666666668;1;0;1
5;12.0;4;12.75;1;0;1
5;12.6;5;13.4;1;1;1
0;0.0;0;0.0;0;0;0
5;13.8;4;15.75;1;1;1
1;11.0;5;12.4;1;0;0
6;12.333333333333334;6;11.5;1;1;1
5;14.0;5;13.4;1;0;1
0;0.0;0;0.0;1;0;0
5;11.6;7;13.285714285714286;1;0;0
2;10.5;4;11.5;1;1;0
7;11.714285714285714;8;13.25;1;1;1
10;13.4;11;12.25;1;0;1
0;0.0;1;12.0;1;0;0
7;11.142857142857142;13;10.923076923076923;1;0;1
5;11.0;10;12.0;1;0;0
5;14.4;5;13.714285714285714;1;1;1
2;13.0;1;10.0;1;0;0
6;11.5;2;10.333333333333334;1;1;1
8;14.625;7;12.728571428571428;1;0;1
8;12.875;12;13.333333333333334;0;0;0
6;10.833333333333334;6;11.333333333333334;1;1;1
5;13.8;5;13.8;1;0;1
0;0.0;1;12.0;1;0;0
3;10.166666666666666;4;11.25;0;0;0
5;12.0;4;10.5;1;0;1
13;11.615384615384617;18;11.555555555555555;1;0;1
0;0.0;1;14.0;1;0;0
0;0.0;1;13.0;0;0;0
1;11.0;2;11.0;1;0;0
4;11.25;4;10.5;1;0;1
5;11.566666666666668;4;12.86;0;0;0
6;14.0;6;14.25;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
8;14.3625;7;13.894285714285711;1;1;1
8;13.31375;7;13.46875;1;1;1
5;14.6;5;13.6;1;1;1
6;13.833333333333334;6;14.666666666666666;1;1;1
6;13.0;6;13.666666666666666;1;0;1
11;13.727272727272728;10;13.3;1;0;1
7;12.428571428571429;11;13.454545454545457;1;0;1
8;13.41625;8;13.41625;1;1;1
0;0.0;0;0.0;1;0;0
5;13.0;6;11.333333333333334;1;1;1
6;14.625;6;16.0;1;0;0
0;0.0;0;0.0;0;0;0
5;14.2;5;14.8;1;0;1
2;14.0;1;13.0;0;0;0
0;0.0;0;0.0;1;1;1
1;10.0;4;10.0;0;0;0
6;12.0;5;11.2;1;0;1
3;13.0;6;11.833333333333334;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;2;10.5;1;0;0
5;13.571428571428571;5;12.5;0;0;0
0;0.0;0;0.0;1;0;0
8;12.0;9;12.333333333333334;1;0;1
1;10.0;0;0.0;1;0;0
6;11.571428571428571;5;11.142857142857142;1;1;1
5;12.0;5;12.166666666666666;0;0;0
2;11.5;2;11.0;0;0;0
3;10.666666666666666;1;11.0;0;0;0
5;11.8;4;13.25;1;0;1
0;0.0;2;12.5;0;0;0
4;12.25;7;12.142857142857142;0;0;0
3;11.333333333333334;3;12.0;1;0;0
0;0.0;0;0.0;0;0;0
6;12.666666666666666;6;12.833333333333334;1;1;1
3;11.666666666666666;5;12.0;0;0;0
1;13.0;2;12.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;11.6;6;11.375;1;0;1
0;0.0;2;12.0;1;0;0
2;10.5;1;12.0;1;0;0
2;11.0;3;12.0;1;0;0
5;11.833333333333334;6;12.714285714285714;1;1;1
8;15.3;8;15.3;1;1;1
0;0.0;2;11.5;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;13.125;3;12.666666666666666;0;0;0
6;14.0;6;13.5;1;1;1
5;11.4;5;12.0;1;1;1
0;0.0;0;0.0;0;0;0
4;10.5;5;11.8;1;0;0
1;13.0;2;11.5;0;0;0
6;14.616666666666667;6;14.616666666666667;1;0;1
3;11.333333333333334;4;11.0;1;0;0
0;0.0;0;0.0;1;0;0
7;12.192307692307692;7;12.192307692307692;1;0;1
6;12.333333333333334;6;12.833333333333334;1;1;1
5;11.833333333333334;5;12.875;1;1;1
6;12.5;6;12.166666666666666;1;1;1
6;12.857142857142858;6;13.428571428571429;1;0;1
6;14.666666666666666;6;14.5;1;1;1
7;12.857142857142858;7;12.142857142857142;1;1;1
6;13.9;6;13.9;1;0;1
3;12.066666666666668;3;13.766666666666666;1;0;0
11;12.545454545454543;13;11.615384615384617;1;0;0
6;14.142857142857142;6;15.166666666666666;1;1;1
0;0.0;0;0.0;1;0;0
6;10.714285714285714;5;10.8;1;1;1
8;14.955555555555556;7;13.995714285714287;1;0;1
6;11.8;6;13.285714285714286;1;0;1
11;13.25;12;12.75;1;1;1
7;12.285714285714286;7;12.714285714285714;1;1;1
8;12.88625;8;12.88625;1;0;1
6;12.666666666666666;5;13.0;1;1;1
5;11.2;5;12.2;1;1;1
9;13.88888888888889;11;13.785714285714286;1;0;1
8;14.50125;8;14.50125;1;1;1
6;14.35;6;14.35;1;0;1
6;12.333333333333334;6;11.5;1;1;1
6;14.666666666666666;6;11.714285714285714;1;1;1
6;13.666666666666666;5;13.0;1;0;1
8;14.02625;7;13.56875;1;1;1
0;0.0;0;0.0;1;0;1
8;14.15375;8;14.15375;1;1;1
0;0.0;0;0.0;0;0;0
6;12.833333333333334;6;13.833333333333334;1;0;1
7;12.454285714285716;7;12.454285714285716;1;0;1
0;0.0;0;0.0;1;0;0
7;12.94375;6;13.271666666666668;1;1;1
0;0.0;2;11.0;1;0;0
7;14.428571428571429;7;13.285714285714286;1;1;1
6;14.0;6;13.333333333333334;1;1;1
8;13.2575;8;13.2575;1;1;1
0;0.0;0;0.0;1;0;0
2;11.5;6;12.666666666666666;0;1;0
5;15.4;5;14.6;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;3;12.333333333333334;0;0;0
6;11.333333333333334;6;11.666666666666666;1;0;1
6;14.333333333333334;4;12.5;1;0;0
0;0.0;0;0.0;1;0;0
6;14.166666666666666;6;15.333333333333334;1;1;1
7;14.2;7;14.2;1;0;1
6;14.666666666666666;6;14.833333333333334;1;1;1
8;14.3875;7;13.642857142857142;1;0;0
6;14.0;6;13.833333333333334;1;1;0
6;13.0;6;11.833333333333334;1;0;1
6;13.5;6;13.428571428571429;1;1;1
8;11.9625;6;11.416666666666666;1;0;1
2;11.0;2;12.75;1;0;0
5;12.4;6;11.5;1;0;1
6;12.666666666666666;6;13.833333333333334;1;0;1
4;11.333333333333334;6;11.714285714285714;0;0;0
7;13.0375;7;11.678571428571429;1;1;1
6;14.666666666666666;6;15.714285714285714;1;0;0
0;0.0;0;0.0;1;1;1
6;13.0;6;13.0;1;1;1
8;14.58888888888889;7;14.485714285714286;1;1;1
7;11.571428571428571;7;11.571428571428571;1;0;1
7;12.657142857142857;7;12.657142857142857;1;1;1
1;10.0;2;10.0;0;0;0
6;13.166666666666666;6;13.714285714285714;1;0;1
11;13.0;13;13.071428571428571;1;0;1
6;14.0;6;15.333333333333334;1;1;1
6;12.142857142857142;5;11.571428571428571;1;0;1
0;0.0;0;0.0;0;0;0
6;12.9;6;12.9;1;1;1
3;11.666666666666666;4;11.5;1;0;0
6;13.428571428571429;6;13.5;1;0;1
0;0.0;0;0.0;1;0;0
8;11.375;7;11.142857142857142;1;0;1
7;13.79857142857143;7;13.79857142857143;1;1;1
6;13.5;6;13.333333333333334;0;0;1
0;0.0;0;0.0;0;0;0
13;12.846153846153848;14;11.357142857142858;1;0;0
0;0.0;0;0.0;1;0;0
5;14.428571428571429;6;15.692307692307692;1;0;1
13;14.538461538461538;18;15.052631578947368;1;1;1
5;12.4;6;11.5;1;0;0
6;13.166666666666666;6;13.0;1;1;1
8;12.93875;8;12.93875;1;1;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
5;12.88;5;13.0;0;0;0
4;11.8125;5;12.18;0;0;0
5;11.4;3;11.333333333333334;1;0;0
7;13.0;7;13.0;1;0;1
0;0.0;0;0.0;0;0;0
3;12.333333333333334;2;12.5;1;0;0
5;12.166666666666666;5;11.0;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
1;10.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
4;10.75;5;12.4;1;1;1
6;14.1;6;15.5;1;0;1
3;10.8;2;11.5;0;0;0
4;11.6;4;13.333333333333334;1;0;0
6;13.5;6;12.666666666666666;1;1;1
5;13.6;5;12.6;1;1;0
0;0.0;6;13.5;1;1;0
6;13.0;6;13.0;0;0;1
4;11.75;6;11.714285714285714;1;1;1
5;13.0;6;12.166666666666666;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
5;11.6;5;11.5;1;0;1
8;12.375;7;12.285714285714286;1;1;1
8;12.805555555555555;7;12.718571428571428;1;1;0
0;0.0;0;0.0;1;0;0
0;0.0;1;14.0;1;1;0
4;11.25;3;11.666666666666666;1;0;0
0;0.0;0;0.0;1;0;0
1;12.0;0;0.0;1;0;0
2;12.5;4;11.5;1;0;0
6;11.5;7;11.714285714285714;1;0;0
5;13.714285714285714;5;12.6;1;0;1
12;11.25;13;11.642857142857142;1;0;0
6;13.428571428571429;6;14.875;1;1;1
6;13.5;6;12.714285714285714;1;0;1
5;11.2;5;11.6;0;0;0
6;12.2;5;11.94;1;0;0
3;14.2;4;11.6;1;0;0
5;13.8;6;13.333333333333334;1;0;1
5;15.0;5;13.4;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;2;11.0;1;0;0
9;11.333333333333334;13;12.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
4;10.25;4;12.5;1;0;0
6;12.166666666666666;6;13.666666666666666;1;0;1
0;0.0;1;10.0;1;0;0
2;13.0;6;11.5;0;0;0
6;13.266666666666666;6;13.266666666666666;1;1;1
8;14.1875;7;12.5125;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
6;13.483333333333334;6;13.483333333333334;1;0;1
0;0.0;0;0.0;0;0;0
3;11.666666666666666;3;13.0;1;0;0
5;17.714285714285715;5;16.5;1;0;0
6;13.142857142857142;6;13.8;1;0;1
0;0.0;0;0.0;0;0;0
4;14.5;5;12.6;1;0;1
6;13.625;6;13.833333333333334;1;0;1
0;0.0;0;0.0;1;0;0
2;16.0;2;16.0;0;0;0
0;0.0;0;0.0;0;0;0
3;10.666666666666666;3;10.666666666666666;0;1;0
18;14.5;18;14.5;1;0;1
5;13.8;5;14.0;1;1;1
5;13.571428571428571;3;13.333333333333334;1;0;1
0;0.0;0;0.0;1;0;0
4;11.2;5;12.0;1;0;1
5;16.0;5;16.2;1;0;1
5;10.6;7;10.285714285714286;1;0;0
6;13.166666666666666;6;13.571428571428571;1;1;1
6;14.857142857142858;6;14.285714285714286;1;0;1
4;10.5;5;10.2;1;0;1
2;10.25;2;10.25;1;0;0
0;0.0;0;0.0;1;0;0
6;14.833333333333334;6;14.833333333333334;1;1;1
5;12.6;5;13.625;1;0;1
7;13.657142857142857;7;12.271428571428572;1;0;1
0;0.0;0;0.0;1;0;0
7;13.142857142857142;9;13.22222222222222;1;0;1
2;11.5;2;15.0;1;0;0
0;0.0;0;0.0;0;0;0
12;13.0;12;13.166666666666666;1;0;1
4;14.0;5;13.833333333333334;1;1;1
0;0.0;0;0.0;1;0;0
6;13.166666666666666;9;12.333333333333334;1;0;0
5;11.8;6;13.0;1;0;0
1;12.0;3;13.25;1;0;0
6;12.166666666666666;6;13.5;1;0;1
5;12.8;6;12.666666666666666;1;1;1
6;14.5;11;15.090909090909092;1;0;0
0;0.0;0;0.0;0;0;0
6;12.666666666666666;6;13.166666666666666;1;0;1
6;12.833333333333334;6;12.833333333333334;1;0;1
6;12.166666666666666;6;11.833333333333334;1;0;1
3;12.75;5;12.8;1;0;1
5;11.0;5;11.8;1;0;0
5;14.571428571428571;5;15.8;1;0;0
6;13.857142857142858;6;14.666666666666666;1;0;1
2;12.0;4;12.5;1;0;0
2;10.5;3;12.0;1;0;0
4;11.142857142857142;3;12.666666666666666;1;0;0
5;11.8;5;13.6;1;0;0
6;13.833333333333334;6;12.5;1;0;1
6;13.5;6;13.333333333333334;1;1;1
5;11.0;4;12.25;1;0;0
8;16.09375;7;15.101428571428572;1;1;1
6;16.0;6;13.166666666666666;1;1;1
0;0.0;4;11.0;1;0;0
4;11.75;3;11.666666666666666;1;0;1
2;11.0;7;11.571428571428571;1;0;0
0;0.0;0;0.0;1;0;0
6;14.285714285714286;6;13.833333333333334;0;1;1
7;13.0;6;12.357142857142858;1;1;1
2;10.333333333333334;6;12.166666666666666;0;0;0
7;13.0;9;12.416666666666666;1;0;1
4;12.75;4;12.75;1;0;1
18;14.933333333333334;18;14.933333333333334;1;0;1
6;11.666666666666666;6;13.0;1;0;1
8;13.91;7;14.455000000000002;1;0;1
6;13.285714285714286;6;14.0;1;1;1
6;12.666666666666666;6;13.5;1;1;1
0;0.0;0;0.0;0;0;0
5;14.0;6;11.666666666666666;1;1;1
5;13.333333333333334;4;12.0;1;1;1
6;11.833333333333334;6;11.714285714285714;1;1;1
6;12.428571428571429;6;12.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
7;12.328571428571427;7;12.328571428571427;1;0;1
1;10.0;6;11.666666666666666;1;0;0
11;12.727272727272728;12;13.25;1;1;1
8;15.125;7;13.3;1;1;1
6;12.166666666666666;6;12.833333333333334;1;0;1
6;12.833333333333334;6;12.833333333333334;1;1;1
3;13.0;3;12.666666666666666;1;1;1
7;14.471428571428572;6;13.271428571428572;1;0;1
5;12.833333333333334;5;12.4;1;1;1
0;0.0;0;0.0;1;0;0
6;13.25;6;14.285714285714286;1;0;1
5;12.6;3;12.333333333333334;1;0;1
7;12.671428571428573;6;12.583333333333334;1;1;1
7;13.771428571428572;6;13.731666666666667;1;0;0
5;13.4;8;14.625;1;0;0
0;0.0;0;0.0;0;0;0
6;12.666666666666666;6;12.666666666666666;1;1;1
6;12.491666666666667;6;12.491666666666667;1;0;1
11;14.166666666666666;12;13.666666666666666;1;1;1
6;14.5;6;16.0;1;0;1
6;13.0;6;14.142857142857142;1;0;1
4;13.75;6;11.833333333333334;1;1;1
6;13.0;6;12.666666666666666;1;1;1
6;12.666666666666666;6;12.5;1;0;1
4;11.25;9;10.88888888888889;0;0;1
0;0.0;1;13.0;1;0;0
6;16.0;6;15.166666666666666;1;0;1
6;12.0;6;12.666666666666666;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;1;1
4;11.5;2;11.0;1;0;0
6;15.9;6;15.714285714285714;1;0;0
11;11.636363636363637;11;10.818181818181818;1;0;0
0;0.0;1;12.0;0;0;0
4;11.25;5;12.6;1;0;1
4;10.75;5;11.6;1;0;1
1;11.0;1;10.0;0;0;0
0;0.0;1;14.0;1;0;0
2;12.5;5;12.6;1;1;0
0;0.0;0;0.0;1;0;0
1;12.0;2;11.333333333333334;0;0;0
5;11.4;6;12.666666666666666;1;0;1
7;11.85625;5;12.87857142857143;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;1;0
6;14.0;6;14.166666666666666;1;0;1
4;13.25;5;13.4;1;0;0
4;11.25;5;11.2;1;1;1
0;0.0;0;0.0;1;0;1
5;11.8;6;12.666666666666666;0;0;0
4;11.25;3;12.333333333333334;1;0;0
5;12.0;4;12.25;1;0;1
0;0.0;0;0.0;1;1;0
3;10.333333333333334;3;10.75;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
2;11.5;2;11.5;1;0;0
0;0.0;0;0.0;1;0;1
0;0.0;2;10.5;1;0;0
0;0.0;6;13.5;1;0;0
0;0.0;1;10.0;0;0;0
0;0.0;0;0.0;1;0;0
3;10.666666666666666;1;12.0;1;0;0
5;12.2;4;12.25;1;1;0
6;11.666666666666666;5;11.4;1;0;0
0;0.0;0;0.0;0;0;0
5;14.0;4;14.25;1;0;1
10;14.2;11;14.454545454545457;1;0;1
12;14.461538461538462;12;14.538461538461538;1;0;1
7;11.95;6;12.733333333333334;1;0;1
4;13.5;5;13.2;1;0;0
0;0.0;0;0.0;1;0;1
4;12.75;6;12.333333333333334;1;1;0
7;11.25;5;11.2;1;0;0
6;13.2;6;13.2;1;0;1
5;14.6;5;13.6;1;0;1
2;11.5;0;0.0;1;0;0
5;13.666666666666666;5;12.857142857142858;1;0;0
6;14.0;5;13.5;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;1
8;12.82875;8;12.82875;1;1;1
4;13.75;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
6;13.166666666666666;6;14.666666666666666;1;0;1
7;13.937142857142858;7;13.937142857142858;1;0;1
12;14.583333333333334;10;14.7;1;0;1
5;12.2;6;11.666666666666666;1;0;1
6;14.85;6;14.85;1;0;1
0;0.0;1;12.0;1;0;0
8;15.622222222222222;7;13.6875;1;0;0
5;11.6;5;12.4;1;0;1
8;13.5425;7;13.398;1;0;1
0;0.0;0;0.0;1;0;0
14;11.928571428571429;13;11.76923076923077;1;0;1
0;0.0;0;0.0;0;0;0
6;13.0;6;13.285714285714286;1;1;1
6;11.166666666666666;6;11.666666666666666;1;1;1
5;12.2;6;11.5;1;1;1
6;13.15;6;13.081666666666669;1;1;1
6;13.0;6;12.666666666666666;1;1;1
0;0.0;3;11.333333333333334;0;0;0
5;13.2;6;13.166666666666666;1;1;0
0;0.0;0;0.0;1;0;0
5;12.6;5;11.666666666666666;1;0;1
6;13.428571428571429;6;13.5;1;1;1
0;0.0;0;0.0;0;1;0
6;14.142857142857142;6;13.166666666666666;1;1;1
2;12.5;4;12.5;1;0;0
6;13.0;6;13.375;0;0;1
6;12.666666666666666;6;13.166666666666666;1;0;1
7;13.154285714285717;7;13.154285714285717;1;0;1
6;12.833333333333334;6;12.833333333333334;1;1;1
7;13.142857142857142;7;12.142857142857142;1;0;1
4;13.75;4;13.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;5;11.0;1;0;0
2;12.5;3;13.333333333333334;0;0;0
8;13.472;7;14.594444444444443;1;0;1
3;10.666666666666666;4;11.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
2;12.0;1;12.0;1;0;0
5;13.2;5;14.0;1;0;1
5;11.8;6;13.571428571428571;1;0;1
0;0.0;0;0.0;1;0;0
6;13.857142857142858;6;14.25;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;1;0
7;13.542857142857144;7;13.542857142857144;1;1;1
7;11.714285714285714;9;13.11111111111111;1;1;1
7;12.142857142857142;9;12.666666666666666;1;0;1
2;10.0;4;10.75;1;0;0
2;10.0;4;10.75;1;0;0
6;13.333333333333334;6;13.666666666666666;1;0;1
6;12.833333333333334;6;13.833333333333334;1;0;1
16;13.0;17;13.176470588235292;1;0;0
5;12.6;4;12.75;1;0;0
4;12.0;4;12.0;0;0;0
9;12.555555555555555;9;11.666666666666666;1;0;1
11;16.90909090909091;14;16.5;1;0;1
7;11.77777777777778;9;12.333333333333334;1;0;1
3;11.0;4;11.5;1;0;0
13;12.923076923076923;18;11.894736842105264;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
6;14.833333333333334;6;15.166666666666666;1;0;1
2;13.5;4;11.75;1;0;0
0;0.0;0;0.0;1;0;0
3;14.75;3;11.333333333333334;1;0;0
5;13.2;5;12.6;1;1;1
1;14.0;0;0.0;1;0;0
4;15.5;6;15.5;1;1;0
7;12.365714285714288;7;12.365714285714288;1;0;1
0;0.0;0;0.0;1;0;0
6;12.333333333333334;4;14.0;1;1;1
5;11.8;3;12.0;1;0;0
3;12.0;0;0.0;0;0;0
3;11.333333333333334;4;10.0;0;0;0
1;10.0;1;10.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;3;11.75;1;0;0
1;11.0;1;10.0;1;0;0
5;12.8;3;14.0;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;3;12.0;0;0;0
0;0.0;0;0.0;0;0;0
5;11.6;8;11.88888888888889;0;0;0
6;13.666666666666666;6;13.833333333333334;1;0;1
0;0.0;0;0.0;0;0;0
5;12.4;5;11.4;0;0;0
2;11.0;0;0.0;1;0;0
12;10.666666666666666;14;10.642857142857142;1;0;0
0;0.0;2;11.0;0;0;0
6;16.666666666666668;6;16.833333333333332;1;0;1
5;13.2;6;13.571428571428571;1;0;1
5;14.375;5;14.714285714285714;1;1;1
0;0.0;0;0.0;1;0;0
1;11.0;1;10.0;1;1;0
4;11.75;1;11.0;1;0;0
0;0.0;1;11.0;1;1;0
6;12.833333333333334;5;12.0;1;1;1
6;11.857142857142858;6;11.125;1;0;1
2;11.5;3;11.333333333333334;0;0;0
0;0.0;2;12.0;1;0;0
0;0.0;0;0.0;1;0;0
7;14.54;7;14.54;1;0;1
4;13.0;6;12.166666666666666;1;0;1
3;11.666666666666666;4;13.5;0;0;0
5;14.333333333333334;6;14.75;1;0;1
5;11.666666666666666;5;12.375;1;1;1
6;12.733333333333334;6;12.733333333333334;1;0;1
0;0.0;4;12.5;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
7;13.771428571428572;7;13.44285714285714;1;0;0
8;14.2;8;14.2;1;1;1
6;13.55;6;13.55;1;1;1
5;11.166666666666666;5;11.6;1;0;1
6;15.285714285714286;6;13.571428571428571;1;0;1
6;15.0;6;13.833333333333334;1;1;1
4;10.857142857142858;4;11.25;0;0;0
4;11.25;5;10.2;1;1;1
7;15.675714285714283;7;15.675714285714283;1;0;1
6;12.0;6;10.833333333333334;1;1;1
5;13.333333333333334;5;13.0;1;0;1
8;14.125;7;12.242857142857144;1;1;1
4;12.5;4;14.25;1;1;1
2;10.5;1;12.0;0;0;0
6;13.183333333333332;6;13.183333333333332;1;1;1
8;12.65125;7;11.9725;1;1;1
5;12.8;5;12.4;1;0;1
6;13.9;6;13.9;1;1;1
3;10.666666666666666;3;10.666666666666666;0;0;0
0;0.0;0;0.0;0;0;0
3;11.333333333333334;6;11.0;1;1;1
7;13.957142857142856;7;13.957142857142856;1;1;1
6;15.285714285714286;6;13.333333333333334;1;1;1
0;0.0;0;0.0;1;0;0
6;15.5;6;15.714285714285714;1;0;1
5;11.4;5;11.0;1;0;1
4;12.75;4;12.25;1;0;1
8;12.22222222222222;5;12.2;1;0;0
5;14.0;5;13.0;1;0;1
6;13.0;4;12.0;1;1;1
6;12.333333333333334;6;13.333333333333334;1;0;1
7;12.91;7;12.91;1;0;1
3;11.0;6;11.0;1;1;1
8;12.93625;6;13.579999999999998;1;1;1
6;12.5;4;12.4;1;1;1
7;13.0;8;12.88888888888889;1;1;1
8;14.34125;8;14.34125;1;0;1
5;12.0;6;14.142857142857142;0;0;0
0;0.0;0;0.0;1;1;1
6;14.166666666666666;6;13.333333333333334;1;1;1
6;12.857142857142858;6;14.5;1;0;1
10;13.4;8;12.666666666666666;1;0;1
0;0.0;0;0.0;1;1;0
4;11.0;2;12.0;1;0;0
8;15.127777777777778;7;14.20857142857143;1;0;1
8;15.0125;7;14.30714285714286;1;0;1
0;0.0;0;0.0;1;0;0
4;11.0;6;12.0;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
6;14.285714285714286;6;13.857142857142858;1;1;1
0;0.0;0;0.0;1;1;1
0;0.0;0;0.0;1;0;0
5;13.0;5;11.0;1;1;1
5;14.4;5;13.2;1;1;1
3;15.333333333333334;6;13.5;1;1;0
0;0.0;0;0.0;1;0;0
7;14.214285714285714;7;14.214285714285714;1;1;1
5;12.4;5;13.0;1;0;1
1;10.0;2;12.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.6;5;12.8;1;0;1
4;12.2;4;13.6;1;0;1
8;15.75;7;13.971428571428572;1;0;1
6;14.857142857142858;6;15.0;1;1;1
0;0.0;0;0.0;0;0;0
17;15.023529411764704;26;15.07777777777778;1;0;1
6;13.383333333333333;6;13.383333333333333;1;0;1
10;13.090909090909092;12;13.25;1;0;1
2;10.666666666666666;5;11.714285714285714;0;0;0
8;13.01125;8;13.01125;1;1;1
4;12.0;3;10.666666666666666;1;0;0
3;12.666666666666666;6;13.0;1;0;1
5;11.4;5;12.0;1;0;1
5;13.8;6;12.166666666666666;1;0;1
7;13.65;6;11.85;1;0;1
5;11.2;4;11.0;1;0;1
8;11.736;7;12.327777777777778;1;1;1
5;13.428571428571429;4;12.0;1;0;1
8;14.511111111111113;7;14.428571428571429;1;0;1
8;12.6125;7;13.78;1;0;1
6;13.8;6;13.8;1;1;1
7;15.142857142857142;7;14.857142857142858;1;1;1
6;13.333333333333334;6;12.142857142857142;1;1;1
6;14.833333333333334;6;15.666666666666666;1;0;1
7;12.166666666666666;5;12.5;1;0;1
6;13.166666666666666;6;12.833333333333334;1;1;1
0;0.0;0;0.0;0;0;0
6;12.666666666666666;6;12.5;1;0;1
5;13.0;4;11.25;1;0;1
6;15.25;6;15.25;1;0;1
3;12.0;5;14.0;1;1;1
11;12.090909090909092;13;12.076923076923077;1;0;1
9;14.88888888888889;16;14.625;1;0;1
2;10.5;4;10.5;1;0;0
6;12.166666666666666;6;12.833333333333334;1;1;1
5;11.8;6;12.5;0;1;1
9;12.77777777777778;12;11.23076923076923;1;0;1
0;0.0;2;10.5;1;0;0
2;12.0;3;12.0;1;0;0
8;12.3;7;10.985714285714286;1;1;1
3;14.166666666666666;5;12.62;0;0;0
8;14.2125;6;13.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
6;13.333333333333334;6;13.5;1;0;1
6;13.516666666666666;6;13.516666666666666;1;1;1
6;13.285714285714286;6;13.166666666666666;1;1;1
0;0.0;0;0.0;1;0;0
6;13.0;6;13.125;1;1;1
0;0.0;3;14.4;1;0;0
0;0.0;4;12.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
8;15.52222222222222;7;16.13142857142857;1;1;1
8;14.8;7;14.838571428571427;1;1;1
3;12.0;3;10.333333333333334;1;0;0
4;11.25;3;12.0;1;0;0
0;0.0;0;0.0;1;1;0
6;14.0;6;13.166666666666666;1;1;1
8;13.9475;8;13.9475;1;1;1
0;0.0;3;11.333333333333334;1;0;0
7;12.285714285714286;7;12.75;1;0;1
5;11.25;5;12.6;1;1;1
6;12.25;6;12.25;1;0;0
9;12.7;12;11.833333333333334;1;0;1
6;13.066666666666668;6;13.066666666666668;1;0;0
6;13.875;6;13.833333333333334;1;0;1
0;0.0;3;13.833333333333334;1;0;0
5;13.2;5;11.8;1;0;1
8;13.74625;8;13.74625;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;14.5;6;13.333333333333334;1;1;1
6;15.285714285714286;6;15.666666666666666;1;1;1
7;11.857142857142858;7;11.857142857142858;1;0;1
5;13.6;5;14.5;1;0;1
6;13.714285714285714;6;12.166666666666666;1;0;1
6;12.0;5;12.6;1;0;1
6;13.0;6;12.666666666666666;1;1;1
0;0.0;0;0.0;1;0;0
4;13.0;6;12.857142857142858;1;1;1
7;13.9;7;13.9;1;0;1
7;13.817142857142857;7;13.817142857142857;1;1;1
7;12.875;6;13.314285714285717;1;1;1
0;0.0;0;0.0;1;0;0
6;12.166666666666666;6;12.166666666666666;1;1;1
3;11.333333333333334;4;11.25;0;1;0
6;14.571428571428571;6;14.666666666666666;1;1;1
4;12.0;4;12.0;1;0;0
